,module_colors
tcf20,turquoise
tcf21,turquoise
tcf23,blue
tcf25,turquoise
tcf3b,blue
tcf4,blue
tcf7,turquoise
tcf7l1b_ChrAur1,turquoise
tcf7l1b_ChrAur2,turquoise
tcf7l2,blue
tchp,grey
tcima,blue
tcirg1b,turquoise
tcn2,turquoise
tcof1_ChrAur1,turquoise
tcof1_ChrAur2,turquoise
tcp1,turquoise
tcp11l1,blue
tcp11l2,grey
tcta,grey
tcte1,brown
tctn1,turquoise
tctn2,turquoise
tdg.1,turquoise
tdg.2,turquoise
tdgf1,turquoise
tdh,brown
tdp1,turquoise
tdp2b,turquoise
tdrd1,turquoise
tdrd12,turquoise
tdrd15,yellow
tdrd3_ChrAur1,turquoise
tdrd3_ChrAur2,turquoise
tdrd5,green
tdrd6_ChrAur1,brown
tdrd6_ChrAur2,turquoise
tdrd7b_ChrAur1,blue
tdrd7b_ChrAur2,brown
tdrd9,grey
tdrkh,turquoise
tead1b_ChrAur1,turquoise
tead1b_ChrAur2,blue
tead3a,turquoise
tead3b,blue
tec,turquoise
tecpr1a,green
tecpr1b,turquoise
tecpr2,blue
tecrb,blue
tecta,yellow
tectb,blue
tedc1,turquoise
tedc2,turquoise
tefa,brown
tefb,grey
tefm,turquoise
tegt,turquoise
tekt1,turquoise
tekt2,brown
tekt4,brown
tektl1,turquoise
telo2,turquoise
ten1,turquoise
tenm1,grey
tenm2a,brown
tenm3,blue
tenm4,blue
tent2,brown
tent4a,yellow
tent4b,turquoise
tent5aa,turquoise
tent5ab,grey
tent5ba,turquoise
tent5bb,turquoise
tent5c_ChrAur1,turquoise
tep1,blue
tepsin,turquoise
terb1,brown
terb2,brown
terf1,turquoise
terf2ip,blue
terfa,turquoise
tert,turquoise
tes,grey
tescb_ChrAur2,blue
tesk1a,blue
tesk2,turquoise
tespa1,grey
tet1,blue
tet2,blue
tet3,blue
tex10,turquoise
tex11,brown
tex2_ChrAur1,turquoise
tex2_ChrAur2,turquoise
tex261,turquoise
tex264a,grey
tex2l,blue
tex30,turquoise
tex36,red
tex47,blue
tex9,brown
tfa,turquoise
tfam,turquoise
tfap4_ChrAur1,turquoise
tfap4_ChrAur2,blue
tfb1m,turquoise
tfb2m,turquoise
tfcp2,turquoise
tfdp1a,blue
tfe3a,turquoise
tfe3b,green
tfeb,grey
tfec,turquoise
tfg,turquoise
tfip11,turquoise
tfpi2,blue
tfpia,turquoise
tfpt,turquoise
tfr1b,turquoise
tfr2,blue
tg_ChrAur1,grey
tg_ChrAur2,grey
tgfa,blue
tgfb1a,blue
tgfb3_ChrAur1,blue
tgfb3_ChrAur2,turquoise
tgfb5,turquoise
tgfbi,blue
tgfbr1b,turquoise
tgfbr2b,blue
tgfbr2l_ChrAur1,turquoise
tgfbr3,turquoise
tgfbrap1,turquoise
tgif1,blue
tgm1l1_ChrAur1,blue
tgm2a,blue
tgm2b,blue
tgm2l,turquoise
tgm8_ChrAur1,grey
tgm8_ChrAur2,turquoise
tgoln2,brown
tgs1,turquoise
tha1_ChrAur1,turquoise
thada,turquoise
thap1,turquoise
thap11,turquoise
thap12b,blue
thap4,turquoise
thap7,blue
thbd_ChrAur1,blue
thbd_ChrAur2,blue
thbs1b_ChrAur1,turquoise
thbs1b_ChrAur2,blue
thbs2a,blue
thbs4a,turquoise
thbs4b,grey
them4,turquoise
them6,turquoise
themis2,blue
thg1l,turquoise
thnsl1,blue
thnsl2,turquoise
thoc1,turquoise
thoc2,brown
thoc3,turquoise
thoc5,turquoise
thoc6,blue
thoc7,turquoise
thop1,turquoise
thrab_ChrAur1,turquoise
thrab_ChrAur2,turquoise
thrap3a,blue
thrap3b,blue
thrb,blue
thsd1,turquoise
thsd7aa_ChrAur1,green
thsd7ab,yellow
thtpa,green
thumpd1,turquoise
thumpd2,turquoise
thumpd3,turquoise
thyn1,turquoise
tia1_ChrAur1,turquoise
tia1_ChrAur2,grey
tial1,grey
tiam1b,turquoise
tiam2a,turquoise
ticam1,grey
ticrr,blue
tifa,grey
tigara,grey
tigarb,turquoise
timeless,turquoise
timm10,turquoise
timm10b,turquoise
timm13,turquoise
timm17a,turquoise
timm17b,turquoise
timm21,turquoise
timm22,turquoise
timm23a,turquoise
timm29,turquoise
timm44_ChrAur1,turquoise
timm44_ChrAur2,turquoise
timm50,turquoise
timm8a,turquoise
timm8b,turquoise
timm9,yellow
timmdc1,turquoise
timp2a,turquoise
tinagl1,blue
tinf2,turquoise
tiparp,blue
tipin,turquoise
tiprl,green
tjap1,blue
tjp1a,turquoise
tjp1b,turquoise
tjp2a,turquoise
tjp2b,blue
tjp3,turquoise
tk1,turquoise
tk2,turquoise
tkfc,turquoise
tkta_ChrAur2,turquoise
tktb,turquoise
tlcd1,turquoise
tlcd2,turquoise
tlcd3a_ChrAur1,turquoise
tlcd3a_ChrAur2,turquoise
tlcd3ba,turquoise
tlcd4a,turquoise
tlcd4b,blue
tlcd5a,blue
tle2a,blue
tle2b,blue
tle3a_ChrAur1,turquoise
tle3a_ChrAur2,turquoise
tle5,turquoise
tlk1a_ChrAur1,brown
tlk1a_ChrAur2,blue
tlk2_ChrAur1,turquoise
tlk2_ChrAur2,blue
tll1,turquoise
tln1,blue
tln2a,turquoise
tln2b,blue
tlnrd1,turquoise
tlr1,blue
tlr2,blue
tlr3,turquoise
tlr5b_ChrAur1,turquoise
tlr7,blue
tlr9,blue
tm2d1,grey
tm2d2,grey
tm2d3,turquoise
tm4sf18,blue
tm4sf21a,blue
tm6sf2a,turquoise
tm7sf2,turquoise
tm7sf3,turquoise
tm9sf1,turquoise
tm9sf2,turquoise
tm9sf3,grey
tm9sf4,turquoise
tm9sf5,blue
tma16,grey
tma7,blue
tmbim1a,grey
tmbim4,blue
tmc1,turquoise
tmc6b_ChrAur1,turquoise
tmc6b_ChrAur2,blue
tmc8,blue
tmcc1a,blue
tmcc1b,turquoise
tmcc3,green
tmco1,turquoise
tmco3,green
tmco4,turquoise
tmco6,turquoise
tmed10_ChrAur1,brown
tmed1a,turquoise
tmed1b,turquoise
tmed2,turquoise
tmed3,turquoise
tmed4,turquoise
tmed5,grey
tmed7,turquoise
tmed8,blue
tmed9,grey
tmeff1b,turquoise
tmeff2a,turquoise
tmem100a,turquoise
tmem101,grey
tmem102,blue
tmem104_ChrAur1,turquoise
tmem104_ChrAur2,grey
tmem106a_ChrAur1,blue
tmem106a_ChrAur2,blue
tmem106bb_ChrAur1,turquoise
tmem106bb_ChrAur2,blue
tmem106c,turquoise
tmem107l,turquoise
tmem108,turquoise
tmem109,yellow
tmem11,turquoise
tmem110l,turquoise
tmem115,turquoise
tmem117,turquoise
tmem119b,blue
tmem120aa,blue
tmem120b,turquoise
tmem125,turquoise
tmem126a,turquoise
tmem127,turquoise
tmem128,turquoise
tmem129,turquoise
tmem131,turquoise
tmem131l,turquoise
tmem132e,turquoise
tmem134,yellow
tmem135,turquoise
tmem138,grey
tmem141,turquoise
tmem144a,turquoise
tmem145,blue
tmem147,blue
tmem14a,turquoise
tmem14ca_ChrAur1,blue
tmem150aa,blue
tmem150c,brown
tmem154,blue
tmem160,grey
tmem161a,yellow
tmem161b,grey
tmem163a_ChrAur2,brown
tmem164,turquoise
tmem165,grey
tmem167a,grey
tmem168a,blue
tmem168b,blue
tmem169b,grey
tmem17,turquoise
tmem170a,grey
tmem170b,turquoise
tmem175,blue
tmem176,blue
tmem176l.1,blue
tmem176l.1_ChrAur1,turquoise
tmem176l.1_ChrAur2,blue
tmem176l.1_ChrAur3,blue
tmem177,turquoise
tmem178a,turquoise
tmem179,blue
tmem179ba,blue
tmem18,turquoise
tmem181,blue
tmem183a,brown
tmem184a,yellow
tmem184ba_ChrAur1,brown
tmem184ba_ChrAur2,yellow
tmem184c_ChrAur1,turquoise
tmem184c_ChrAur2,blue
tmem185,brown
tmem186,turquoise
tmem187,green
tmem19,turquoise
tmem192,turquoise
tmem198ab,grey
tmem199,turquoise
tmem200ca,turquoise
tmem201,blue
tmem203,grey
tmem204,blue
tmem205,turquoise
tmem208,turquoise
tmem209,turquoise
tmem214,turquoise
tmem216,turquoise
tmem218,red
tmem220,brown
tmem221,turquoise
tmem222b,turquoise
tmem223,turquoise
tmem230a,turquoise
tmem230b,yellow
tmem231,red
tmem234,turquoise
tmem237a,turquoise
tmem237b,blue
tmem238a_ChrAur1,turquoise
tmem241,turquoise
tmem242,turquoise
tmem244,blue
tmem245,blue
tmem248,turquoise
tmem250,turquoise
tmem251,turquoise
tmem254,turquoise
tmem255a,red
tmem256,grey
tmem258,yellow
tmem259,turquoise
tmem260,turquoise
tmem263,turquoise
tmem267,turquoise
tmem269,blue
tmem26b,brown
tmem275a,grey
tmem30aa,turquoise
tmem30ab,brown
tmem30b,turquoise
tmem33,turquoise
tmem35,turquoise
tmem38a,turquoise
tmem38b,blue
tmem39a,turquoise
tmem39b,turquoise
tmem41aa,turquoise
tmem41b,turquoise
tmem43,turquoise
tmem44,turquoise
tmem45a,blue
tmem45b,blue
tmem50a,blue
tmem51a,blue
tmem51b,turquoise
tmem53,turquoise
tmem54a,green
tmem59,turquoise
tmem60_ChrAur1,grey
tmem60_ChrAur2,turquoise
tmem62,turquoise
tmem63a,turquoise
tmem63ba_ChrAur1,turquoise
tmem63ba_ChrAur2,turquoise
tmem63c,brown
tmem64,yellow
tmem65,grey
tmem67,blue
tmem68,grey
tmem69,turquoise
tmem70,turquoise
tmem71,blue
tmem79a,turquoise
tmem79b,turquoise
tmem81,red
tmem86a,turquoise
tmem87b,blue
tmem88a,blue
tmem88b,blue
tmem9,blue
tmem94,blue
tmem97,turquoise
tmem98,blue
tmem9b,turquoise
tmf1,turquoise
tmlhe,turquoise
tmod1,blue
tmod2,green
tmpoa,turquoise
tmpob,turquoise
tmprss3a,brown
tmprss4a,grey
tmprss9,grey
tmsb4x,turquoise
tmt1a.1,blue
tmtc1,blue
tmtc2a,turquoise
tmtc2b,blue
tmtc3,turquoise
tmtc4,turquoise
tmtops2a,green
tmtops2b,turquoise
tmtops3a_ChrAur2,red
tmub2,turquoise
tmx1,turquoise
tmx2b_ChrAur1,blue
tmx2b_ChrAur2,turquoise
tmx3b,turquoise
tnca,brown
tncb,turquoise
tnfaip1,brown
tnfaip2a,turquoise
tnfaip2b,blue
tnfaip3,blue
tnfaip6,blue
tnfaip8l1,brown
tnfaip8l2b,blue
tnfaip8l3,blue
tnfrsf11a,grey
tnfrsf14,blue
tnfrsf19,blue
tnfrsf1a,blue
tnfrsf1b,blue
tnfrsf21,blue
tnfrsf9a,blue
tnfrsfa,turquoise
tnfsf10_ChrAur1,blue
tnfsf10_ChrAur2,grey
tnfsf10l,blue
tnfsf11,blue
tnfsf12,blue
tnfsf13b,blue
tnfsf14,blue
tnikb_ChrAur1,blue
tnikb_ChrAur2,turquoise
tnip1,blue
tnip2,blue
tnk1_ChrAur1,turquoise
tnk1_ChrAur2,turquoise
tnk2a,grey
tnk2b,blue
tnks1bp1_ChrAur1,turquoise
tnks1bp1_ChrAur2,brown
tnksa_ChrAur1,turquoise
tnksa_ChrAur2,blue
tnmd,turquoise
tnn,brown
tnni1a,brown
tnni1b,blue
tnni2a.2,brown
tnni2a.4_ChrAur3,turquoise
tnnt2a,turquoise
tnnt2c,turquoise
tnnt2e,grey
tnnt3b_ChrAur2,grey
tnpo1,blue
tnpo2b_ChrAur1,green
tnpo2b_ChrAur2,blue
tnpo2b_ChrAur3,yellow
tnpo3,turquoise
tnr,blue
tnrc18,turquoise
tnrc6ba_ChrAur1,turquoise
tnrc6ba_ChrAur2,turquoise
tnrc6c1_ChrAur1,blue
tnrc6c1_ChrAur2,blue
tns1a,turquoise
tns1b,blue
tns2a,blue
tns2b,turquoise
tns3.2,blue
tnxba_ChrAur1,turquoise
tnxba_ChrAur2,turquoise
tob1a_ChrAur1,turquoise
tob1a_ChrAur2,blue
toe1,brown
togaram1,turquoise
tollip,turquoise
tom1,turquoise
tom1l2,turquoise
tomm20b_ChrAur1,blue
tomm20b_ChrAur2,turquoise
tomm22,turquoise
tomm34,grey
tomm40,turquoise
tomm40l,turquoise
tomm5,turquoise
tomm6,turquoise
tomm7,turquoise
tomm70a,turquoise
tomt,turquoise
tonsl,turquoise
top1a_ChrAur1,turquoise
top1a_ChrAur2,turquoise
top1mt,turquoise
top2a,blue
top2b,turquoise
top3a,blue
top3b,turquoise
topaz1,blue
topbp1,turquoise
toporsa,turquoise
tor1_ChrAur1,turquoise
tor1_ChrAur2,blue
tor2a,turquoise
tor3a,turquoise
tor4aa,blue
tox,blue
tox2,blue
tox3,blue
tox4a,turquoise
tox4b,turquoise
tp53,turquoise
tp53bp1,brown
tp53bp2a,grey
tp53i11b,blue
tp53i13,turquoise
tp53inp1,turquoise
tp53inp2,turquoise
tp53rk,turquoise
tp63,turquoise
tpbg,brown
tpbg1b,blue
tpcn1,grey
tpcn2,turquoise
tpcn3,yellow
tpd52,brown
tpd52l1,turquoise
tpd52l2b,turquoise
tpgs1,turquoise
tpgs2,blue
tpi1b,yellow
tpk1,grey
tpk2,turquoise
tpm2,blue
tpm4a,blue
tpm4b_ChrAur1,brown
tpm4b_ChrAur2,turquoise
tpma_ChrAur2,blue
tpmt.1,turquoise
tpo,brown
tpp1,turquoise
tpp2,blue
tpra,yellow
tpra1,turquoise
tprb,turquoise
tprg1,green
tprg1l,turquoise
tprkb,blue
tprn,blue
tpst1,grey
tpst1l,turquoise
tpt1,yellow
tpte,turquoise
tpx2,turquoise
tra2a,turquoise
tra2b,brown
trabd,turquoise
trabd2b,blue
tradd,turquoise
traf2a_ChrAur1,turquoise
traf2a_ChrAur2,turquoise
traf2b,blue
traf3,yellow
traf3ip1,grey
traf3ip2l,turquoise
traf3ip3,blue
traf4a,turquoise
traf5,turquoise
traf6,blue
traf7,blue
trafd1,turquoise
trak1b,blue
trak2,turquoise
tram1,turquoise
tram2,turquoise
trap1,turquoise
trappc1,turquoise
trappc10,turquoise
trappc11,brown
trappc12,grey
trappc13,brown
trappc14,grey
trappc2,turquoise
trappc2l,grey
trappc3,turquoise
trappc4,green
trappc5_ChrAur1,blue
trappc5_ChrAur2,turquoise
trappc6b,turquoise
trappc6bl,turquoise
trappc8,turquoise
trarg1a,green
trdmt1,turquoise
trdn_ChrAur2,yellow
treh,blue
trem2_ChrAur1,blue
trem2_ChrAur2,blue
trem2_ChrAur3,blue
trem2_ChrAur4,blue
trh,turquoise
trhde.2,blue
trhr2,blue
trhra,turquoise
triap1,turquoise
trib1,turquoise
trib2,grey
trib3,turquoise
tril,blue
trim105,blue
trim107,turquoise
trim110,turquoise
trim13,blue
trim16,grey
trim23,blue
trim24,blue
trim25_ChrAur1,blue
trim25_ChrAur2,blue
trim25_ChrAur3,blue
trim25l,yellow
trim2a,turquoise
trim32_ChrAur1,turquoise
trim32_ChrAur2,turquoise
trim33,turquoise
trim33l,turquoise
trim35-28,blue
trim35-29_ChrAur1,turquoise
trim36,turquoise
trim37,blue
trim3a,blue
trim3b,blue
trim44,turquoise
trim45,turquoise
trim46a,turquoise
trim46b,brown
trim47,turquoise
trim55b_ChrAur1,grey
trim55b_ChrAur2,turquoise
trim59,brown
trim62.1,turquoise
trim65,blue
trim66,blue
trim69,turquoise
trim71,brown
trim8b,blue
trim9,brown
trioa,blue
triob,blue
triobpb,blue
trip10a,turquoise
trip11,turquoise
trip12,blue
trip13,turquoise
trip4,turquoise
trip6,red
trir,blue
trit1,grey
trmo,turquoise
trmt1,turquoise
trmt10a,turquoise
trmt10c,turquoise
trmt11,blue
trmt112,turquoise
trmt12,turquoise
trmt13,turquoise
trmt1l,turquoise
trmt2a,turquoise
trmt2b,brown
trmt44,turquoise
trmt5,turquoise
trmt6,turquoise
trmt61a,turquoise
trmt61b,turquoise
trmt9b,turquoise
trmu,brown
trnaa-agc,blue
trnap-agg_ChrAur1,turquoise
trnap-agg_ChrAur2,turquoise
trnap-agg_ChrAur3,turquoise
trnau1apa,turquoise
trnau1apb,blue
trnav-uac,turquoise
trnt1,turquoise
troap,blue
trpc1,brown
trpc2a,turquoise
trpc4apa,turquoise
trpc6a,blue
trpc6b,turquoise
trpc7b,brown
trpm1a,turquoise
trpm2,brown
trpm3,brown
trpm4a_ChrAur1,blue
trpm4a_ChrAur2,turquoise
trpm4a_ChrAur3,turquoise
trpm5,green
trpm7,turquoise
trps1,turquoise
trpt1,green
trpv1,blue
trpv4,turquoise
trrap,grey
trub1,turquoise
trub2,turquoise
tsc1a,blue
tsc1b,turquoise
tsc2,turquoise
tsc22d2_ChrAur1,turquoise
tsc22d2_ChrAur2,green
tsen15,grey
tsen2,grey
tsen34,turquoise
tsen54,turquoise
tsfm,turquoise
tsg101a,turquoise
tshr,grey
tshz1,turquoise
tshz2,blue
tshz3b_ChrAur1,blue
tshz3b_ChrAur2,turquoise
tsku,turquoise
tsn,turquoise
tsnax,blue
tsnaxip1,brown
tspan11,turquoise
tspan12,turquoise
tspan13b_ChrAur1,blue
tspan13b_ChrAur2,turquoise
tspan14,turquoise
tspan15,turquoise
tspan17,turquoise
tspan18b_ChrAur1,blue
tspan18b_ChrAur2,grey
tspan2b,brown
tspan31,turquoise
tspan34b,blue
tspan36,turquoise
tspan37,blue
tspan3a_ChrAur1,turquoise
tspan3a_ChrAur2,blue
tspan4b,turquoise
tspan5a_ChrAur1,blue
tspan5a_ChrAur2,turquoise
tspan6,grey
tspan9b,blue
tspearb,grey
tspo,turquoise
tspy,turquoise
tsr1,turquoise
tsr2,turquoise
tsr3,turquoise
tstd1,blue
tstd2,turquoise
tstd3,turquoise
ttbk1a,blue
ttbk2a,blue
ttbk2b,turquoise
ttc1,turquoise
ttc12_ChrAur1,turquoise
ttc13,turquoise
ttc14,blue
ttc17,turquoise
ttc19,turquoise
ttc21b,blue
ttc23,brown
ttc24,grey
ttc27,turquoise
ttc28,blue
ttc29,turquoise
ttc3,turquoise
ttc32,green
ttc33,turquoise
ttc34,brown
ttc38,turquoise
ttc39a,turquoise
ttc39b,turquoise
ttc39c_ChrAur1,brown
ttc39c_ChrAur2,turquoise
ttc4,turquoise
ttc5,turquoise
ttc7a,blue
ttc7b,blue
ttc8,turquoise
ttc9,grey
ttc9c,turquoise
ttf1.6,turquoise
ttf2,turquoise
tti1,turquoise
tti2,turquoise
ttk,turquoise
ttl,grey
ttll1,turquoise
ttll10,turquoise
ttll11,turquoise
ttll12_ChrAur1,turquoise
ttll12_ChrAur2,turquoise
ttll3_ChrAur1,brown
ttll3_ChrAur2,brown
ttll4,turquoise
ttll5,turquoise
ttll6,brown
ttll7,blue
ttll9,brown
ttn.1_ChrAur1,brown
ttn.1_ChrAur2,grey
ttn.2,yellow
ttpal,turquoise
ttyh1,turquoise
ttyh2,turquoise
ttyh3a,blue
ttyh3b,blue
tub,blue
tuba1b,blue
tuba1c_ChrAur1,turquoise
tuba1c_ChrAur2,brown
tuba8l2_ChrAur1,blue
tuba8l2_ChrAur2,turquoise
tuba8l2_ChrAur3,green
tuba8l2_ChrAur4,turquoise
tuba8l2_ChrAur5,turquoise
tuba8l3_ChrAur1,turquoise
tuba8l3_ChrAur2,turquoise
tuba8l3_ChrAur3,turquoise
tubb2,brown
tubb4b_ChrAur1,turquoise
tubb4b_ChrAur2,turquoise
tubb4bl_ChrAur1,grey
tubb4bl_ChrAur2,turquoise
tubb5_ChrAur1,blue
tubb5_ChrAur2,turquoise
tubd1,turquoise
tube1,turquoise
tubg1,blue
tubgcp2,turquoise
tubgcp4,turquoise
tubgcp5,turquoise
tubgcp6,turquoise
tufm,blue
tuft1a_ChrAur1,turquoise
tuft1a_ChrAur2,turquoise
tulp1a,turquoise
tulp3,blue
tulp4a,blue
tulp4b,turquoise
tusc2a,blue
tusc2b,blue
tusc3,blue
tut1,turquoise
tut4,turquoise
tut7,turquoise
tvp23b,turquoise
twf1b,yellow
twnk,brown
twsg1a,blue
txk,turquoise
txlna,turquoise
txlnba_ChrAur1,brown
txlng,turquoise
txn2,turquoise
txnb,turquoise
txndc11,grey
txndc12,turquoise
txndc16,grey
txndc17,turquoise
txndc5,turquoise
txndc9,turquoise
txnipa,turquoise
txnl1,turquoise
txnl4a,turquoise
txnl4b,blue
txnrd2.2,blue
txnrd3,turquoise
tyk2,grey
tymp,blue
tyms,turquoise
tyro3,turquoise
tysnd1,turquoise
tyw1,blue
tyw3,blue
tyw5,turquoise
u2af1_ChrAur1,turquoise
u2af1_ChrAur2,turquoise
u2af2a,yellow
u2surp,brown
uacab,turquoise
uap1,blue
uap1l1,turquoise
uba1,turquoise
uba2,turquoise
uba3_ChrAur1,blue
uba3_ChrAur2,blue
uba5,turquoise
uba52_ChrAur1,green
uba52_ChrAur2,black
uba6,turquoise
uba7,turquoise
ubac1,turquoise
ubac2,turquoise
ubald1a,turquoise
ubald2,blue
ubap1,turquoise
ubap2a,turquoise
ubap2l,blue
ubash3ba,blue
ubash3bb,turquoise
ubb,blue
ubc,turquoise
ube2a,turquoise
ube2al,turquoise
ube2b,turquoise
ube2c,turquoise
ube2d1b_ChrAur1,turquoise
ube2d1b_ChrAur2,turquoise
ube2d2,grey
ube2d2l_ChrAur1,turquoise
ube2d2l_ChrAur2,turquoise
ube2d4,blue
ube2e1,green
ube2e2,turquoise
ube2f,grey
ube2g1a,grey
ube2g1b_ChrAur1,turquoise
ube2g1b_ChrAur2,green
ube2g2,turquoise
ube2h_ChrAur1,turquoise
ube2h_ChrAur2,blue
ube2ia,turquoise
ube2j1,turquoise
ube2j2,turquoise
ube2kb_ChrAur1,turquoise
ube2kb_ChrAur2,turquoise
ube2l3a_ChrAur1,turquoise
ube2l3a_ChrAur2,turquoise
ube2nb_ChrAur1,turquoise
ube2nb_ChrAur2,turquoise
ube2o,yellow
ube2q2_ChrAur1,grey
ube2q2_ChrAur2,turquoise
ube2r2,turquoise
ube2s,turquoise
ube2t,turquoise
ube2v1,green
ube2v2,grey
ube2wb,turquoise
ube2z,blue
ube3a,black
ube3b,blue
ube3c,turquoise
ube3d,green
ube4a,blue
ube4b,turquoise
ubfd1,turquoise
ubiad1,turquoise
ubl3a,turquoise
ubl3b,turquoise
ubl7a,turquoise
ublcp1,brown
ubn2a,turquoise
ubn2b,turquoise
ubox5,turquoise
ubp1,brown
ubqln4,turquoise
ubr1,turquoise
ubr2,grey
ubr3,blue
ubr4,blue
ubr7,turquoise
ubtd1b,turquoise
ubtd2,grey
ubtf,blue
ubtfl,yellow
ubxn1,turquoise
ubxn10_ChrAur1,turquoise
ubxn10_ChrAur2,blue
ubxn11,red
ubxn2a,turquoise
ubxn4,blue
ubxn6,turquoise
ubxn7,turquoise
uchl1,brown
uchl3,turquoise
uchl5,turquoise
uck1,turquoise
uck2a,turquoise
uck2b,turquoise
uckl1a,brown
uckl1b,turquoise
ucp2,grey
uevld,turquoise
ufc1,grey
ufd1l,grey
ufl1,turquoise
ufm1,blue
ufsp1,turquoise
ufsp2,turquoise
ugcg,turquoise
ugdh,turquoise
uggt1,turquoise
uggt2,blue
ugl,grey
ugp2a,grey
ugp2b,blue
ugt1a7,turquoise
ugt1b7,blue
ugt5d1_ChrAur1,turquoise
ugt5f1,grey
ugt8,turquoise
uhmk1,turquoise
uhrf1,blue
uhrf1bp1,blue
uimc1,turquoise
ulk1a,turquoise
ulk1b,turquoise
ulk2,blue
ulk3,turquoise
ulk4,turquoise
umad1,blue
umodl1,blue
umps,brown
unc119a1_ChrAur2,turquoise
unc119b,turquoise
unc13a_ChrAur1,turquoise
unc13a_ChrAur2,blue
unc13d,blue
unc45b,blue
unc50,grey
unc5a,blue
unc5cb_ChrAur1,blue
unc5cb_ChrAur2,turquoise
unc5db,turquoise
unc79,turquoise
unc80,brown
unc93b1,blue
unga,blue
unk,blue
unkl,blue
unm_sa1261,blue
unm_sa1614,turquoise
upb1,turquoise
upf1_ChrAur1,blue
upf1_ChrAur2,turquoise
upf2,turquoise
upf3a,brown
upf3b,grey
upp1,turquoise
upp2,grey
uprt,turquoise
uqcc1,turquoise
uqcc2,turquoise
uqcc3,turquoise
uqcc4,turquoise
uqcc5,turquoise
uqcc6,turquoise
uqcr10,turquoise
uqcrb,turquoise
uqcrc1,turquoise
uqcrc2a,turquoise
uqcrc2b,green
uqcrfs1_ChrAur1,turquoise
uqcrfs1_ChrAur2,green
uqcrh_ChrAur1,green
uqcrh_ChrAur2,turquoise
uqcrq,turquoise
urb1,turquoise
urb2,turquoise
urgcp,blue
uri1,turquoise
urm1,green
uroc1,turquoise
urod,turquoise
uros,turquoise
usb1,turquoise
use1,blue
usf1,turquoise
usf2,turquoise
usf3,black
ush1c,turquoise
ush1ga,turquoise
ushbp1,blue
uso1,turquoise
usp1,blue
usp10,turquoise
usp11,turquoise
usp12a,turquoise
usp12b,grey
usp13,turquoise
usp14,turquoise
usp16,turquoise
usp18,blue
usp19,turquoise
usp20,blue
usp22_ChrAur1,grey
usp22_ChrAur2,turquoise
usp24,turquoise
usp25,blue
usp28,turquoise
usp2b_ChrAur1,turquoise
usp2b_ChrAur2,brown
usp3,turquoise
usp30,turquoise
usp31,blue
usp32,blue
usp33,turquoise
usp34,turquoise
usp36,turquoise
usp37,turquoise
usp38,turquoise
usp39,turquoise
usp4,turquoise
usp40,turquoise
usp42,blue
usp43a,turquoise
usp43b,blue
usp44,blue
usp45,blue
usp46,blue
usp47,turquoise
usp48,turquoise
usp49,turquoise
usp5,green
usp53b,turquoise
usp54a,blue
usp54b,blue
usp7,turquoise
usp8,brown
usp9,turquoise
uspl1,turquoise
utp11,turquoise
utp15,turquoise
utp18,turquoise
utp20,turquoise
utp23,turquoise
utp25,turquoise
utp3,blue
utp4,turquoise
utp6,turquoise
utrn,blue
uvrag,turquoise
uvssa,grey
uxs1,turquoise
uxt,grey
vac14,turquoise
vamp3,turquoise
vamp4,turquoise
vamp5,blue
vamp8,blue
vangl1_ChrAur1,turquoise
vangl1_ChrAur2,blue
vangl2,turquoise
vapal,turquoise
vapb,blue
vars1,turquoise
vars2,turquoise
vash1,turquoise
vash2,turquoise
vasna,blue
vasnb_ChrAur1,blue
vasnb_ChrAur2,blue
vaspb,turquoise
vat1,blue
vat1l,turquoise
vav2,blue
vav3b,blue
vbp1,turquoise
vcam1b_ChrAur1,turquoise
vclb,blue
vcp_ChrAur1,turquoise
vcp_ChrAur2,blue
vcpip1,turquoise
vcpkmt,green
vdac1,blue
vdac2_ChrAur1,turquoise
vdac2_ChrAur2,brown
vdac3_ChrAur1,blue
vdac3_ChrAur2,blue
vdrb_ChrAur1,turquoise
vdrb_ChrAur2,turquoise
vegfaa,turquoise
vegfab,turquoise
vegfba,turquoise
vegfc,turquoise
veph1,blue
vezf1b_ChrAur1,blue
vezf1b_ChrAur2,turquoise
vezt,turquoise
vgll3,blue
vgll4b,blue
vhl,turquoise
viml,blue
vipas39,brown
vipr1a,blue
vipr2,grey
virma,grey
vit,blue
vkorc1,grey
vkorc1l1,turquoise
vldlr,turquoise
vma21,turquoise
vmo1b,green
vmp1,turquoise
vopp1b,grey
vox,blue
vps11,turquoise
vps13a,turquoise
vps13c,turquoise
vps13d,blue
vps16,turquoise
vps18,turquoise
vps25,turquoise
vps26a,turquoise
vps26bl_ChrAur1,blue
vps26bl_ChrAur2,blue
vps26c,turquoise
vps28,turquoise
vps29,blue
vps33a,grey
vps33b,turquoise
vps35,turquoise
vps35l,turquoise
vps36,brown
vps37a,blue
vps37ba,turquoise
vps37c,blue
vps37d,turquoise
vps39,turquoise
vps41,brown
vps45,blue
vps4a,turquoise
vps4b_ChrAur1,turquoise
vps4b_ChrAur2,turquoise
vps50,blue
vps51,turquoise
vps52,turquoise
vps53,turquoise
vps54,turquoise
vps72a,turquoise
vps8,turquoise
vps9d1,grey
vrk1,turquoise
vrk2,blue
vrk3,turquoise
vrtn,turquoise
vsig10,turquoise
